driver_id,kvs_filename,kvs_tag,kvs_sha256,kvs_authenti_sha256,tbs_sha256
fded7e63-0470-40fe-97ed-aa83fd027bad,,pdfwkrnl.sys,f190919f1668652249fa23d8c0455acbde9d344089fde96566239b1a18b91da2,b49b7bcf44242dac00ca559dca217ec5d935b78c963f23bd0f49f53a610dd569,ad394b7e5cb9ccf6429762405f9840b648e38e8faf2de376f1aa375c6729abb7
043773c5-120a-4c6b-8485-8f1f5c47fd3e,aswarpot.sys,avgarpot.sys,5bd41a29cbba0d24e639f49d1f201b9bd119b11f5e3b8a5fefa3a5c6f1e7692c,0bc755f3e24023d931c637b4c734ae3a4d50567c87fd025114e0520413721751,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
db666d40-c9fa-4039-bfac-a5d7afd61b67,,bedaisy.sys,5d7bfe05792189eaf7193bee85f0c792c33315cfcb40b2e62cc7baef6cafbc5c,c29e726448ad3e6452b5d186afb4668e6fcc942be512fe25ed72cfa1b73a6007,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
9c4e2e75-a8be-4d2f-b016-e2a98281c8ec,,bs_hwmio64.sys,6dafd15ee2fbce87fef1279312660fc399c4168f55b6e6d463bf680f1979adcf,7ea9b2420483183cf7b25d6577848f2dfe2ae064a61d931d6b8b65b31a1b2685,aac7608d0bcb286dc9869eb39125b27a960d9533db860cc9e3148149ca149c4a
7196366e-04f0-4aaf-9184-ed0a0d21a75f,t7.sys,t7.sys,be03e9541f56ac6ed1e81407dcd7cc85c0ffc538c3c2c2c8a9c747edbcf13100,-,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
8d3f27bd-c3fd-48d0-913a-e2caa6fbd025,,rtkiow8x64.sys,3e1f592533625bf794e0184485a4407782018718ae797103f9e968ff6f0973a1,f3308899fc0ebdd04a4dacc386873c25dabe32a8f34607fb335148d2dab667d8,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
b8339454-0e84-4a5b-92d0-6a626ced6677,,ngiodriver.sys,e8eb1c821dbf56bde05c0c49f6d560021628df89c29192058ce68907e7048994,783a127c470a136b07a41bdaf2d78a8e4e73c3fca1a124d33d5f8653ef887d30,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
45f2c348-bf17-40ab-8306-ef14231cc996,winio32b.sys,winio32b.sys,-,-,d8be9e4d9074088ef818bc6f6fb64955e90378b2754155126feebbbd969cf0ae
933f5671-e995-4976-8392-52d34dcd4e05,,tdklib64.sys,e34afe0a8c5459d13e7a11f20d62c7762b2a55613aaf6dbeb887e014b5f19295,e2decc56788d257ce7f6b1915c90ea5a54fb5232f2bf9f311958de495a4eb308,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
351ff5ca-f07b-4eb6-9300-d5d31514defb,,nscm.sys,5a661e26cfe5d8dedf8c9644129039cfa40aebb448895187b96a8b7441d52aaa,cdcf71696db4031fe3e70969bbe6169744ff91eebb24d6ffb734f922a850183b,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
6a7d882b-3d9d-4334-be5f-2e29c6bf9ff8,,kbdcap64.sys,97030f3c81906334429afebbf365a89b66804ed890cd74038815ca18823d626c,72b99147839bcfb062d29014ec09fe20a8f261748b5925b00171ef3cb849a4c1,2cd702a7dec30aa441345672e8992ef9770ce4946f276d767b45b0ed627658fb
14556074-b235-4378-b356-f58721629d72,,mimikatz.sys,deade507504d385d8cae11365a2ac9b5e2773ff9b61624d75ffa882d6bb28952,ed8d68c07947c01ca03d886e6ca795a3f8b2f079e8292f019bba3b97b41eef54,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
a66d0413-cc82-4f1e-bcf1-0dcf9d79f6c0,bs_hwmio64_w10.sys,bs_hwmio64_w10.sys,1d0397c263d51e9fc95bcc8baf98d1a853e1c0401cd0e27c7bf5da3fba1c93a8,c3fa4872fd2c286904a0cf37a392ef89fb6ba2a84fc9e1b66c70e0cb5ae28efa,d8be9e4d9074088ef818bc6f6fb64955e90378b2754155126feebbbd969cf0ae
9bf033e4-7295-4b63-8772-638b76851741,,-,7553c76b006bd2c75af4e4ee00a02279d3f1f5d691e7dbdc955eac46fd3614c3,00b3ac33836f15ea53e81746ffa7c2888dc3c98492b59a97ba5a0a64166900d0,c826846e4b1d73edb7561ab1b41c949354e237a91e82fe1be5b7e2e1701f52d1
87752fb8-e9f6-4235-91e2-c4343677d817,,mimidrv.sys,52f3905bbd97dcd2dbd22890e5e8413b9487088f1ee2fa828030a6a45b3975fd,13999eb266b759e879816fdab640d59ef9e35e2ea61575810979d9eb22fdfd4d,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
2b949a0d-939f-456a-a34f-4589d7712227,,libnicm.sys,d04c72fd31e7d36b101ad30e119e14f6df9cbc7a761526da9b77f9e0b9888bc4,615c391666b0fdaa0a8096320d35c7b951e6a0ee7f984ab3e892f838cb212b60,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
275c80c5-a67c-4536-b29e-4e481242cb01,rtcore64.sys,rtcore64.sys,f37d609ea1f06660d970415dd3916c4c153bb5940bf7d2beb47fa34e8a8ffbfc,b8eb26b6f79020ae988e4fb752dc06e1b6779749bf4f8df2872fc2b92bab8020,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
fe2f68e1-e459-4802-9a9a-23bb3c2fd331,,kevp64.sys,e61004335dfe7349f2b2252baa1e111fb47c0f2d6c78a060502b6fcc92f801e4,ecd1412340d618be39c4ac26d442ed66c0fd1ff6a7641cda404e970fb6c48bad,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
855ade1f-8a9e-4c9d-ab8e-d7e409609852,,elbycdio.sys,1228d0b6b4f907384346f64e918cc28021fe1cd7d4e39687bca34a708998261a,32d6b047b0489421f7983da7d5d11f8deb2a56935d5ae0ae23cca1c0903ecad5,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
a22104a8-126d-449f-ba3e-28678c60c587,wantd_3.sys,wantd_3.sys,81c7bb39100d358f8286da5e9aa838606c98dfcc263e9a82ed91cd438cb130d1,a1ee0b8a7974f3d11c10241027c0e7171c798a28589aae9ff8c5a86228642af7,317fa1d234ebc49040ebc5e8746f8997471496051b185a91bdd9dfbb23fab5f8
2ba1bccf-d8d7-464a-9ae1-41371c55e5e8,,driver_099ef491.sys,099ef4915d7899be543d891b48960c1d1604c55468c1377a6f71ce0e1a33c946,345ebed68c4e68aff5dd14c8df8524b69db4793845ca814bded608b246077792,a39ed0d6fd4eb1a6f7fed60f726e23eae668b7591bc004644625d22c701213fa
db666d40-c9fa-4039-bfac-a5d7afd61b67,,bedaisy.sys,c8ff7c9f510f7a2ed88d9b336d8c9339698d5e1ee14bfb91aa89703ec06dce42,f4222e186d23160c29fe2bdf163d29561139eae8484d081457e7278872d7e9e2,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
b9b835bd-b720-424b-9160-2442bc4d6e58,,blackbone.sys,0856a1da15b2b3e8999bf9fc51bbdedd4051e21fab1302e2ce766180b4931d86,d25904fbf907e19f366d54962ff543d9f53b8fdfd2416c8b9796b6a8dd430e26,cec1afd0e310c55c1dcc601ab8e172917706aa32fb5eaf826813547fdf02dd46
3d7da79b-fe34-45cd-a0c9-d4432d40611c,,nvoclock.sys,b2364c3cf230648dad30952701aef90acfc9891541c7e154e30c9750da213ed1,14a0a9fe317192b54fda1516f46af78e6aabac0cf050bf18ec1e5ddaefd8e051,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
e32bc3da-4db1-4858-a62c-6fbe4db6afbd,,rtcore64.sys,63af3fdb1e85949c8adccb43f09ca4556ae258b363a99ae599e1e834d34c8670,918d2e68a724b58d37443aea159e70bf8b1b5ebb089c395cad1d62745ecdaa19,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
e368efc7-cf69-47ae-8204-f69dac000b22,,iobitunlocker.sys,b6ae324b84a4632cf690dd565954d64b205104fc3fa42181612c3f5b830579c6,afc1873543735d6299543d91d7c09ee1fa1588ff9f131ba4aedcd32b984c8ec1,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
b28cc2ee-d4a2-4fe4-9acb-a7a61cad20c6,,wiseunlo.sys,daf549a7080d384ba99d1b5bd2383dbb1aa640f7ea3a216df1f08981508155f5,c36ace67f4e25f391e8709776348397e4fd3930e641b32c1b0da398e59199ca7,d17e9d0bab1868e8d3e98517951899c58c639fd37ce9be228caf626ee91a1e5f
043773c5-120a-4c6b-8485-8f1f5c47fd3e,aswarpot.sys,aswarpot.sys,36e3127f045ef1fa7426a3ff8c441092d3b66923d2b69826034e48306609e289,5af59d6ca109b5cae3350b48b85274ce181e45be4c7f7156bdf58ca3ca7f4188,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
2da3a276-9e38-4ee6-903d-d15f7c355e7c,vboxdrv.sys,vboxdrv.sys,78827fa00ea48d96ac9af8d1c1e317d02ce11793e7f7f6e4c7aac7b5d7dd490f,a5a2fe8ab935cf47f21e0c5e0de11a98271054109827dc930293b947d3b05079,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
043773c5-120a-4c6b-8485-8f1f5c47fd3e,aswarpot.sys,aswarpot.sys,a5a50449e2cc4d0dbc80496f757935ae38bf8a1bebdd6555a3495d8c219df2ad,60f79c1b60a74b98b4f436d6bbbf5aeb9ce6febbe1443d318eea7581962b75a4,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
2651f5c4-d9e1-4b06-92be-e9e7313f87c4,asio64.sys,asio.sys,b48a309ee0960da3caaaaf1e794e8c409993aeb3a2b64809f36b97aac8a1e62a,906d8412b357379db9512e3f584fcda1f788acc1337e5b4d4eff5e6fa59324a6,9dba2d4765226ca91fb7104e0cbd01308c4e8ed9727ea661eeaa473d7825ee35
87752fb8-e9f6-4235-91e2-c4343677d817,,mimidrv.sys,51805bb537befaac8ce28f2221624cb4d9cefdc0260bc1afd5e0bc97bf1f9f93,14d8ec21cc6bad738a8eef146506d04c64282bce01d9659e7f4dcdbff95e4c34,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
2651f5c4-d9e1-4b06-92be-e9e7313f87c4,asio2.sys,asio3.sys,a7860e110f7a292d621006b7208a634504fb5be417fd71e219060381b9a891e6,7ebc5906d7fd9c606dc6ef9b49f3e57b63af838f5807fcdcdd5ff47b5b05e39c,eec58131dc11cd7f512501b15fdbc6074c603b68ca91f7162d5a042054edb0cf
34fa6ba4-dc7c-4fd6-b947-8a0bb8ebd031,amifldrv.sys,amifldrv64.sys,ffc72f0bde21ba20aa97bee99d9e96870e5aa40cce9884e44c612757f939494f,5167b33a95b4db0a1244cb3b95d4024587d9a5a95222babb033210e6b111d2fb,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
56cdac8e-d87d-49c8-b281-6e096c2390d1,gvcidrv64.sys,gvcidrv64.sys,f85784fa8e7a7ec86cb3fe76435802f6bb82256e1824ed7b5d61bf075f054573,dc8a1cf5402f95d61662531507b12b04e16922eb89108eb751d1c634d475ef67,f828f449f9b365a1455b8358b044385beaf097166a80defc440eacb8deb6ef26
87752fb8-e9f6-4235-91e2-c4343677d817,,mimidrv.sys,c7bccc6f38403def4690e00a0b31eda05973d82be8953a3379e331658c51b231,34d57107b592c4d2c7d1c95eea1ab7400c09d23864c3870ca3656b5ae81859aa,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
86cff0de-2536-4b8d-a846-a7312c569597,,nicm.sys,4c859b3d11d2ff0049b644a19f3a316a8ca1a4995aa9c39991a7bde8d4f426a4,b40db5bb6a76ca9aed98366dc19f0c31c50b3f0ac96e0f615e4c52abb6bb0cde,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
5ad8a3b6-6d20-4c95-8fa7-9a507167ba3c,,netfilter2.sys,f488500be4eaafba74b644be95d4c0523297770fb9bb78c449f643ab8d4a05d9,8168304169a2453c0c3e0a285c2a07d3b3b83433e0342f6b33400c371af86221,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
3d7da79b-fe34-45cd-a0c9-d4432d40611c,,nvoclock.sys,a47555d04b375f844073fdcc71e5ccaa1bbb201e24dcdebe2399e055e15c849f,8b6251a1883c5ed03ecdead8322e7d8105d075fef160abfe763d5873484b2a27,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
2651f5c4-d9e1-4b06-92be-e9e7313f87c4,,asio3_64.sys,b3e645e8817696fa5d5e2255f9328f3b6a2e5fce91737f4d654ff155dc9851e5,c1b41d6b91448e2409bb2f4fbf4aeb952adf373d0decc9d052277b89ba401407,dd670882ef38bfeecfb2865ad06f52e36b07f99fbf5937b2ede58178d2221961
043773c5-120a-4c6b-8485-8f1f5c47fd3e,aswarpot.sys,avgarpot.sys,e2e79f1e696f27fa70d72f97e448081b1fa14d59cbb89bb4a40428534dd5c6f6,e27fa56ceff3fe7d5a723c5f4192ce6aa16994f88cf05935645f9e398292376a,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
86cff0de-2536-4b8d-a846-a7312c569597,,nicm.sys,1c2f1e2b0cc4da128feb73a6b9dd040df8495fefe861d69c9f44778c6ddb9b9b,8fca5b647af3f792898efc1bdc008745643b417282cdee13d4edf93a4a8308a0,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
0567c6c4-282f-406f-9369-7f876b899c25,procexp.sys,-,075de997497262a9d105afeadaaefc6348b25ce0e0126505c24aa9396c251e85,c5732937c3ab5e0fd244cc1b820eaa1fb7d97110c213cd6b9dadebafe3ea853d,cec1afd0e310c55c1dcc601ab8e172917706aa32fb5eaf826813547fdf02dd46
87752fb8-e9f6-4235-91e2-c4343677d817,,mimidrv.sys,8b30b2dc36d5e8f1ffc7281352923773fb821cdf66eb6516f82c697a524b599b,c005f1bcb549d76ab86390217ad6b3a2226ec74fd6f4595c0fd28b73102b1b99,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
9543c507-9b10-4de8-89b9-42a4f24c99ec,,fpcie2com.sys,17942865680bd3d6e6633c90cc4bd692ae0951a8589dbe103c1e293b3067344d,65cf1a886b3e3ec8070bde31cb8e254cd623de1e8c7dd71248b84e6de77a08e6,317fa1d234ebc49040ebc5e8746f8997471496051b185a91bdd9dfbb23fab5f8
8d3f27bd-c3fd-48d0-913a-e2caa6fbd025,rtkio.sys,rtkio.sys,caa85c44eb511377ea7426ff10df00a701c07ffb384eef8287636a4bca0b53ab,1044ea40d459fe4c619a44afe53e6ff5a9cc5a37cf568d974ae23ed62da58759,70f36413a87faa734af7ba107f105430be009bb7a01948b30bbf0060f8c2d4d3
e6378671-986d-42a1-8e7a-717117c83751,,biontdrv.sys,fb0dbc3b9c897b7571b94fb2203ffb1ac0facfe366b2cb1f91904ea5335018f0,efde1a896c24055780aefb6f1c5fee097b8dffbe79b7e2c26320f6fe7ea3b74d,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
2b918b1a-badb-4a85-9214-961607b21219,,phymem_ext64.sys,fc3e8554602c476e2edfa92ba4f6fb2e5ba0db433b9fbd7d8be1036e454d2584,d6cb3418c1a512aef6b15586bf5234689d4e471e854103a72d80a8597d263403,01be120134997087d356bd5d50fa89eed3447aeff1b66d7327373693e4879d42
705facba-b595-41dd-86a6-93aefe6a6234,,titidrv.sys,208ea38734979aa2c86332eba1ea5269999227077ff110ac0a0d411073165f85,7afdb552a7fa25dd716fe3a55c988a59d120e78f9ee95067f31901f51987ab8d,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
2651f5c4-d9e1-4b06-92be-e9e7313f87c4,asio.sys,asio2.sys,c470c9db58840149ce002f3e6003382ecf740884a683bae8f9d10831be218fa2,19c74ea0e0baf04820e5642bd2fa224158801ed966be1041539e3c55bd65c471,6eb6b2bdb401d5172e19ce279574850c18e97bb0635dd89b62a92fc0442b73a3
f3215c19-8053-458c-81a5-90a74c5d2e6d,citmdrv_amd64.sys,citmdrv_amd64.sys,d8459f7d707c635e2c04d6d6d47b63f73ba3f6629702c7a6e0df0462f6478ae2,5be61901f41d55e6fbd0994869015448f8eb0450ae38f67b75ddb594c3325aac,07b8f662558ec85b71b43a79c6e94698144f4ced2308af21e7ba1e5d461da214
d35cb48d-2aca-4d7d-a194-f4566183bcd9,tmcomm.sys,tmcomm.sys,c9014b03866bf37faa8fdb16b6af7cfec976aaef179fd5797d0c0bf8079d3a8c,81c301c77dbfff44567165139e9a5ee3af2aee838298451c7075dc6e1aae489f,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
043773c5-120a-4c6b-8485-8f1f5c47fd3e,aswarpot.sys,avgarpot.sys,ebe2e9ec6d5d94c2d58fbcc9d78c5f0ee7a2f2c1aed6d1b309f383186d11dfa3,fca5f90ce2b210e6026cbf6f2c281fe17a08ddb2e936200847823ef83eaab1eb,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
8ecc8439-0554-40d0-9130-c02941deadbe,,rtport.sys,a29093d4d708185ba8be35709113fb42e402bbfbf2960d3e00fd7c759ef0b94e,e612437334ae16e8499d7af7f017f34874a7b9ba47295374f646900c9ff3d579,-
3277cecc-f4b4-4a00-be01-9da83e013bcd,wantd_5.sys,wantd_5.sys,b9dad0131c51e2645e761b74a71ebad2bf175645fa9f42a4ab0e6921b83306e3,448a507774886c1745beaa86cd0867d93f142f5d2b58d452c5a8250d93359779,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
da7314dc-6cf1-4d74-a0d1-796fc08944f8,windbg.sys,windbg.sys,770f33259d6fb10f4a32d8a57d0d12953e8455c72bb7b60cb39ce505c507013a,28d3a5a85eef4561c4ad08fd83aca4f7a946f8dca8bfb7958a855a80197f68a6,2cd702a7dec30aa441345672e8992ef9770ce4946f276d767b45b0ed627658fb
54d67d79-0268-4c5f-be7e-0f74cd20828a,ntiolib_x64.sys,ntiolib_x64.sys,d8b58f6a89a7618558e37afc360cd772b6731e3ba367f8d58734ecee2244a530,4a05ad47cd63932b3df2d0f1f42617321729772211bec651fe061140d3e75957,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
0f21a584-6ace-4242-82cb-9766cea6973a,citmdrv_ia64.sys,citmdrv_ia64.sys,84bf1d0bcdf175cfe8aea2973e0373015793d43907410ae97e2071b2c4b8e2d4,d453110c9050320419c2064ddea08230de6c76f86b07dc58112208e3d24a809e,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
d35cb48d-2aca-4d7d-a194-f4566183bcd9,tmcomm.sys,tmcomm.sys,3e1d47a497babbfd1c83905777b517ec87c65742bee7eb57a2273eca825d2272,6ad7bdf11a7ce7296a06eb4f14091df84fafdb04413e714f09f9ea6c686a1323,54894db2dab64a4991b4deab1a3415d4ea0d9905711af3b67242a0568d799b95
2651f5c4-d9e1-4b06-92be-e9e7313f87c4,asio3.sys,asio3_64.sys,7e3b0b8d3e430074109d85729201d7c34bc5b918c0bcb9f64ce88c5e37e1a456,9512115b60e67fa268a7463119add2404150842bb3dffa41124b12dd9cb580a2,eec58131dc11cd7f512501b15fdbc6074c603b68ca91f7162d5a042054edb0cf
c33648d7-6473-4e2b-92f6-93f195bc183f,,nvflsh32.sys,9155470dc24449977d1be15a116b08705dd4c113a2eb4ab19a6000749ff4b100,989e3234c1b61ea2db590cb170f79e25e9c9a6262b7b9a751ecfc6bf4468b8c4,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
855ade1f-8a9e-4c9d-ab8e-d7e409609852,,elbycdio.sys,51480eebbbfb684149842c3e19a8ffbd3f71183c017e0c4bc6cf06aacf9c0292,3bf4f8cb26ba38e54636864c744aac0839e7a1d6cb7b6cf13995e8ab19b9f7f8,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
275c80c5-a67c-4536-b29e-4e481242cb01,rtcore64.sys,rtcore64.sys,0466dac557ee161503f5dfbd3549f81ec760c3d6c7c4363a21a03e7a3f66aca8,5182caf10de9cec0740ecde5a081c21cdc100d7eb328ffe6f3f63183889fec6b,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
87752fb8-e9f6-4235-91e2-c4343677d817,,mimidrv.sys,a1e6b431534258954db07039117b3159e889c6b9e757329bbd4126383c60c778,4ab6430b72807637cc173f174301d8411bc17ec2cb542e739d28f77eb9d47327,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
34fa6ba4-dc7c-4fd6-b947-8a0bb8ebd031,amifldrv64.sys,amifldrv64.sys,bc7ebd191e0991fd0865a5c956a92e63792a0bb2ff888af43f7a63bb65a22248,846cc7c9bf2eab3400e66481568a010fb0dfbac01416a99258a4baabf1e10d35,b719be4421509ea4032925e523e7045900feda002cc27f69031630da48e7c132
8d3f27bd-c3fd-48d0-913a-e2caa6fbd025,,rtkio64.sys,4ed2d2c1b00e87b926fb58b4ea43d2db35e5912975f4400aa7bd9f8c239d08b7,902b754dd302a994074ea8d3e619d2f9000e6c6997e428f19f41533f7c5e192c,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
0baa833c-e4e1-449e-86ee-cafeb11f5fd5,,vboxguest.sys,d53f9111a5e6c94b37e3f39c5860897405cb250dd11aa91c3814a98b1759c055,bfbc382decb986b6050268e53092eae5e981cb886ccfb116ca7a0b311cef3862,ef14ea05bb066ee9f4188196dd69cd769b283ac4d7555db52f5e76922d3456e1
2b918b1a-badb-4a85-9214-961607b21219,,phymem_ext64.sys,4ec7af309a9359c332d300861655faeceb68bb1cd836dd66d10dd4fac9c01a28,d6cb3418c1a512aef6b15586bf5234689d4e471e854103a72d80a8597d263403,01be120134997087d356bd5d50fa89eed3447aeff1b66d7327373693e4879d42
3d7da79b-fe34-45cd-a0c9-d4432d40611c,,nvoclock.sys,afda5af5f210336061bff0fab0ed93ee495312bed639ec5db56fbac0ea8247d3,c0a60e07b06033497ded62ed49fbf3eb3d8fe750eebc3f0c332f5d84ab17e045,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
e5f12b82-8d07-474e-9587-8c7b3714d60c,zam64.sys,zam64.sys,543991ca8d1c65113dff039b85ae3f9a87f503daec30f46929fd454bc57e5a91,ceb1bf90d8652dac481fba362e5c3a6548a116897e729733f2be27f4edc5fc1f,92914d016cc46e125e50c4bd0bd7f72db87eed4ba68f3c589b4e86aa563108db
3aa6e630-59be-4a15-a30c-aaed4c1edaf0,,-,dfe57c6a4ef4d2491be325d67428698a61d9c5d2a24dbada10043d313be2c8cc,fe9c104a3bb9184a8f792f3f8a3e90d83b9f19cf83cd93d116b02e17f54d727d,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
0567c6c4-282f-406f-9369-7f876b899c25,procexp.sys,-,f29073dc99cb52fa890aae80037b48a172138f112474a1aecddae21179c93478,ab5324c992c7547020f85de3456516e0dba2c3c5aab10371723a96188354abaf,65d585d6bf2b0aa4f798b9af69be08c6f1c3d01a754f989768b722a145df5312
8d3f27bd-c3fd-48d0-913a-e2caa6fbd025,,rtkiow8x64.sys,db711ec3f4c96b60e4ed674d60c20ff7212d80e34b7aa171ad626eaa8399e8c7,ed617d4c50288921a6a760de19db1633bd8172421109dcf68082c67db085ddb1,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
87752fb8-e9f6-4235-91e2-c4343677d817,,mimidrv.sys,aafa642ca3d906138150059eeddb6f6b4fe9ad90c6174386cfe13a13e8be47d9,07f962d8b90f359cf12faa55772d0ef05237ac2fbb2ff7d5cff700df93643e65,df5dacc623d44348fff0bc8ebe2cedc8ba212e33c6f10d7fd608f37f92a2c273
043773c5-120a-4c6b-8485-8f1f5c47fd3e,aswarpot.sys,aswarpot.sys,5bd41a29cbba0d24e639f49d1f201b9bd119b11f5e3b8a5fefa3a5c6f1e7692c,0bc755f3e24023d931c637b4c734ae3a4d50567c87fd025114e0520413721751,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd
b03798af-d25a-400b-9236-4643a802846f,rwdrv.sys,rwdrv.sys,3384f4a892f7aa72c43280ff682d85c8e3936f37a68d978d307a9461149192de,a97e5c6cd926fa47ab1a69963169223cc669bd654a2f128165ba4ebe1d08bd17,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
5261cacf-380c-4573-85ff-a643cbdf009a,kapchelper_x64.sys,kapchelper_x64.sys,d7c81b0f3c14844f6424e8bdd31a128e773cb96cccef6d05cbff473f0ccb9f9c,2a30ad675142cf411e7e5f5c53c6423de570a398295b0956130a7a7d77383103,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
86cff0de-2536-4b8d-a846-a7312c569597,,nicm.sys,ec1307356828426d60eab78ffb5fc48a06a389dea6e7cc13621f1fa82858a613,1c4f56281d762bfaeb2168c13f3349611c8e3443602d2015540a742d6e79e6bc,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b
b51c441a-12c7-407d-9517-559cc0030cf6,,capcom.sys,2b188ae51ec3be082e4d08f7483777ec5e66d30e393a4e9b5b9dc9af93d1f09b,faa08cb609a5b7be6bfdb61f1e4a5e8adf2f5a1d2492f262483df7326934f5d4,317fa1d234ebc49040ebc5e8746f8997471496051b185a91bdd9dfbb23fab5f8
4d365dd0-34c3-492e-a2bd-c16266796ae5,alsysio64.sys,alsysio64.sys,7a20ca8f9361eb892257b3693095ffeee61457dc4e22d9b119e3a9f3a1507069,d3966edd6b2291aad8ce21f35f85ea18a60e5c382891809bf4d4e07d0b0c61a8,d8be9e4d9074088ef818bc6f6fb64955e90378b2754155126feebbbd969cf0ae
e1c29414-5b5b-44f4-84cc-e6f55d9a23c6,,driver_85ca0dcd.sys,3855b2df32e0eedec454b25e6e2da6b3df19c4b0f575e45bc06482d4ebce7551,4a61add64bbb08af8576aac592fdafe7114b940878babb3ae90bfde26f315187,a39ed0d6fd4eb1a6f7fed60f726e23eae668b7591bc004644625d22c701213fa
2651f5c4-d9e1-4b06-92be-e9e7313f87c4,asio.sys,asio3_64.sys,506f953bbb285aeb8af0549eb24f52f3b7af36afe740afa36735bac70573ce28,c3e3719ca592ba65a67f594ec1a08d0d7ad724b088be77d48cb33627c56f4614,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9
9454a752-233e-4ba2-b585-8da242bf8f31,,netfilter.sys,bbc58fd69ce5fed6691dd8d2084e9b728add808ffd5ea8b42ac284b686f77d9a,c56536f99207915e5a1f7d4f014ab942bd820e64ff7f371ad0462ef26ed27242,cec1afd0e310c55c1dcc601ab8e172917706aa32fb5eaf826813547fdf02dd46
